Omega	xf	mH1	mH2	mHc	alph1	alph2	alph3	m22sq	mssq	L2	L6	L8
0.105505	23.3828	3691.5	4513.56	4498.31	-1.2698	-1.57059	0.301	2.01655e+07	1.36637e+07	4.53619	12.1	-6.27744
