Omega	xf	Tcrit	vcrit	vf	mH1f	yeq_atxf	yeq_at25	mH1	mH2	mHc	alph1	alph2	alph3	m22sq	mssq	L2	L6	L8
0.230713	25.4453	179.485	15.9068	0	15069.2	6.87662e-12	1.04624e-11	15083.3	15083.6	15088	1.55412	-0.000346077	0.000135156	2.27394e+08	3.28673e+09	0.451968	2.42225	2.9993
