Omega	xf	Tcrit	vcrit	vf	mH1f	yeq_atxf	yeq_at25	mH1	mH2	mHc	alph1	alph2	alph3	m22sq	mssq	L2	L6	L8	Hc,HC,B,b	Hc,HC,C,c	Hc,HC,TA,ta	Hc,HC,M,m	Hc,HC,E,e	Hc,HC,VE,ve	Hc,HC,Z,Z	Hc,HC,A,A	Hc,HC,Gch,w	Hc,HC,GCH,W	Hc,HC,h,Z	Hc,HC,h,G0	Hc,HC,h,h	Hc,Hc,Gch,W	H3,Hc,c,B	H3,Hc,u,D	H3,Hc,ve,E	H3,Hc,Z,W	H3,Hc,Gch,A	H3,Hc,h,W	Hc,HC,VT,vt	H3,Hc,h,Gch	H3,H3,B,b	H3,Hc,G0,W	H3,H3,S,s	Hc,HC,h,A	H3,H3,TA,ta	H3,H3,M,m	H3,H3,E,e	H3,H3,Z,Z	H3,H3,G0,Z	H3,H3,GCH,Gch	H3,H3,G0,G0	Hc,HC,G0,G0	H2,Hc,t,S	H2,Hc,c,S	H2,Hc,c,D	H2,Hc,u,S	Hc,HC,A,Z	H2,Hc,u,D	H2,Hc,vm,M	H2,Hc,Z,W	H2,Hc,A,W	H2,Hc,Gch,A	H2,Hc,G0,W	H3,H3,GCH,W	H1,H3,U,u	H3,H3,w,W	H1,H3,VE,ve	H1,Hc,u,S	H2,H2,G0,Z	H3,H3,h,h	H1,H3,GCH,Gch	H1,H2,Z,Z	H1,H3,B,b	H2,Hc,h,Gch	H1,H2,S,s	Hc,HC,VM,vm	H1,H2,D,d	H2,H3,TA,ta	H1,H2,h,Z	H3,Hc,c,S	H2,H2,w,W	H1,H2,TA,ta	H1,Hc,Z,W	H1,H2,M,m	Hc,Hc,W,W	H2,H2,Z,Z	H3,Hc,u,S	H1,H2,VT,vt	H1,H3,w,W	H2,H2,T,t	H3,H3,U,u	H2,H3,U,u	H2,Hc,t,D	H1,H3,E,e	H1,H3,G0,Z	H1,H3,Z,Z	H1,H3,TA,ta	H1,H1,h,h	H2,H3,S,s	H1,H2,U,u	H1,H1,E,e	H1,Hc,c,B	H2,Hc,u,B	H2,H3,D,d	H3,Hc,t,S	H3,H3,T,t	H1,H1,w,W	Hc,HC,S,s	Hc,HC,D,d	H3,H3,Gch,w	H1,H1,GCH,W	H3,Hc,Gch,Z	H1,H2,w,W	H3,Hc,c,D	H1,H1,Gch,w	H1,H2,VM,vm	H3,Hc,vt,TA	H1,H1,G0,G0	H1,H2,B,b	H1,H3,G0,G0	H1,H2,h,G0	H2,H2,D,d	H3,Hc,vm,M	H1,H2,T,t	H1,H3,M,m	H3,Hc,t,D	H1,H1,h,Z	H2,H3,h,Z	Hc,HC,G0,Z	H1,H3,Gch,w	H1,H2,GCH,Gch	H1,Hc,t,S	H2,Hc,Gch,Z	H1,H3,h,h	H1,H3,VM,vm	H1,H1,Z,Z	H3,Hc,A,W	H1,Hc,Gch,Z	H1,H1,G0,Z	Hc,Hc,Gch,Gch	H1,H1,h,G0	H1,H3,S,s	H1,H2,C,c	H1,Hc,h,Gch	H1,H1,D,d	Hc,HC,w,W	H1,H3,VT,vt	H1,H1,T,t	H2,H3,w,W	Hc,HC,U,u	H1,H1,B,b	H1,H2,E,e	H1,H1,C,c	H3,Hc,u,B	H2,H3,h,h	H3,H3,C,c	H1,H2,G0,G0	H3,H3,h,G0	H1,Hc,vt,TA	H1,H2,h,h	H1,H3,GCH,W	H1,H2,G0,Z	H3,Hc,G0,Gch	H2,Hc,c,B	H1,H1,S,s	H1,H2,GCH,W	H1,H2,Gch,w	H1,H3,C,c	H1,H1,U,u	H1,H3,T,t	H1,Hc,G0,Gch	H1,Hc,h,W	H2,H2,M,m	H1,H3,h,Z	H1,Hc,Gch,A	H2,Hc,vt,TA	H1,Hc,A,W	H1,Hc,vm,M	H1,H2,VE,ve	H1,Hc,u,D	H1,Hc,u,B	H1,Hc,c,D	H1,Hc,t,D	H1,Hc,t,B	H2,H2,h,h	Hc,HC,GCH,Gch	H2,H2,GCH,Gch	H2,H3,VT,vt	H1,H1,M,m	H2,H2,h,G0	H1,Hc,G0,W	H2,H2,G0,G0	H1,Hc,ve,E	H2,H2,h,Z	H2,H2,GCH,W	H2,H2,Gch,w	H2,Hc,ve,E	H1,H1,GCH,Gch	H2,H2,E,e	H2,H2,U,u	H2,H2,C,c	Hc,HC,T,t	H2,H3,C,c	H2,H2,TA,ta	H2,H2,S,s	H2,H3,G0,G0	H2,H3,GCH,Gch	H1,H3,D,d	H2,H3,G0,Z	H2,H3,GCH,W	H3,H3,h,Z	H2,H3,Gch,w	H2,H3,Z,Z	H1,Hc,c,S	H2,H3,VE,ve	H2,H3,M,m	H3,Hc,t,B	H2,H2,B,b	H1,H3,h,G0	H2,H3,VM,vm	H1,H1,TA,ta	H2,H3,h,G0	H2,H3,E,e	H2,H3,T,t	H2,Hc,t,B	H2,H3,B,b	H2,Hc,G0,Gch	H3,H3,D,d	H2,Hc,h,W
0.204655	25.6094	179.485	246.22	246.22	15083.3	5.73735e-12	1.01964e-11	15083.3	15083.6	15088	1.55412	-0.000346077	0.000135156	2.27394e+08	3.28673e+09	0.451968	2.42225	2.9993	6.20382e-06	9.39887e-06	5.05962e-06	5.05645e-06	5.05644e-06	1.42173e-06	0.157198	0.000218531	0	0	1.42535e-06	0	0.156524	0	0	0	0	0	0	0	1.42173e-06	0	0	0	0	1.74664e-06	0	0	0	0	0	0	0	0	8.76544e-08	2.38209e-05	1.75206e-06	1.75349e-06	0.000179636	2.38566e-05	9.33853e-06	0.0534303	0.000245061	0	0	0	0	0	0	1.75352e-06	0	0	0	3.31565e-09	0	0	8.8178e-06	1.42173e-06	8.8178e-06	0	0.000143303	0	0.168227	2.35649e-06	0.0473971	2.35648e-06	0.000250106	0.0180583	0	4.33497e-06	0	1.12351e-05	0	0	6.57939e-09	0	0	0	0	0.0181037	0	7.02999e-06	0	1.21997e-07	1.80361e-09	0	0	0	0.170896	6.13149e-06	6.13149e-06	0	0	0	9.51665e-06	0	0	4.33497e-06	0	0	8.81782e-06	0	0	0	0	7.05795e-06	0	0	3.3372e-09	0	0	0	0	8.76587e-08	0	0	0	0.0212003	0	0	0	0	0	0	7.02999e-06	0	0	0.0661336	0	9.8178e-06	0	9.39224e-06	1.30383e-08	2.35648e-06	0	0	0	0	0	0	9.33921e-06	3.3404e-09	0	0	0	1.18132e-07	0	0	0	0	0	0	0	0.0533327	0	0	0	9.33897e-06	0.00024558	9.33871e-06	4.33497e-06	2.38571e-05	1.84306e-09	1.75209e-06	6.57961e-09	3.83449e-05	0.0206691	0	0	0	0	0	0	0	9.33871e-06	3.32175e-09	0	0	9.33853e-06	0	0	0	0	9.13831e-05	0	0	0	0	0	0	0	0	0	0	0	2.38216e-05	0	0	0	1.48998e-08	0	0	0	0	0	0	3.67187e-05	0	0	0	0.0470646
