Temp	omega_1
185.2163163014749	30.5538834904479
185.2122424040507	30.67885197857612
185.1859230294952	31.45833087536911
185.1859200150569	31.45825408552232
185.1643348693848	32.06655828208642
185.1555259894675	32.30738585561352
185.1555237286389	32.3075868712904
185.12512894944	33.11033838899495
185.1251274422208	33.11046489194203
185.1023089288018	33.68674702571526
185.0947319094124	33.87370277466214
185.0947311558028	33.8734769215795
185.0643348693848	34.60255154169982
184.974200796746	36.60005736557407
184.9643348693848	36.80591398844833
184.8508719208041	39.03182879501059
184.8281469762172	39.450263246049
184.7234378561151	41.28131039034655
184.6642919658247	42.25496581732057
184.5818118199728	43.55070124557304
184.4827135830263	45.02537824419057
184.4257941425682	45.83685910837662
184.283432077371	47.769117650059
184.2551829175702	48.13757836030101
184.0697939083992	50.45091674334909
184.0664469372911	50.49121094424677
183.869445992883	52.77542475553487
183.8317236395808	53.19558159405118
183.6539725309009	55.10965387472579
183.5792043674544	55.88512364835223
183.4231967040867	57.4525688565225
183.308810893965	58.56208243265069
183.1769480900661	59.80323715734268
183.0204470534639	61.22823258764363
182.9150559571622	62.16083563255285
182.7140002473485	63.88500471953422
182.6373452531791	64.52470915017521
182.3893425151964	66.53356986749286
182.3436422463212	66.89423747447114
182.0463334339689	69.17488291241597
182.0337672768532	69.26890350492928
181.7075372244021	71.64824488877207
181.6848118862137	71.80980985415715
181.3647637423512	74.03186010709017
181.3046103035527	74.43898635153138
181.0052536592884	76.41938772802371
180.9055453572754	77.06302162963547
180.6288076656268	78.81050639707409
180.4874201050014	79.68242766977022
180.235219929336	81.20492814029687
180.0500243714172	82.29764721944713
179.824277561513	83.6023961722273
179.5931346560635	84.90906795513781
179.395760515248	86.00267613598533
179.1165142102218	87.51703017131877
178.9494406559657	88.40555741487172
178.6199122704436	90.1218383793527
178.4850816141729	90.81084852732958
178.1030647525722	92.72375893418544
178.0024383289301	93.21837458484598
177.5656933016753	95.32303353798986
177.5012565413685	95.62797575800762
177.0075056877109	97.91987606206035
176.9812723701872	98.03950714694254
176.4422122385555	100.4528341566656
176.4281954666992	100.5144795901531
175.8837921306921	102.8678353732609
175.8274419273311	103.1070177397427
175.3057177760851	105.2843991697614
175.2049105420047	105.6976449459559
174.7076843665759	107.7024221033052
174.5602530503771	108.2865003306918
174.0893761185306	110.1218120703312
173.893108626303	110.8737052912267
173.4504668723236	112.5424858614281
173.2031049131311	113.4593662376161
172.7906203777682	114.964369399406
172.4898605923167	116.0435708846307
172.1094909136463	117.3873993011511
171.7529893481125	118.6263858566545
171.4067246543119	119.811525098689
170.9921058379256	121.2078528231415
170.6819620821219	122.2367105756546
170.2068368642987	123.7879750202762
169.976666114201	124.529003122815
169.9348413164383	124.6629409695284
169.3968399483114	126.3666994548045
169.1650043220106	127.0902305186774
168.5618382630192	128.9438749625481
168.3721065456641	129.5186458004742
167.7016921765847	131.5191574487548
167.5558357637575	131.948318320096
166.8165691027582	134.0917526386475
166.7159378193695	134.3795673656539
165.9074794784124	136.6594453449729
165.8522892084604	136.8130730407727
164.9792316137248	139.2121305803684
