L1	L2	L3	L4	L5	L6	L7	L8	Timag	Treal	mssq	m22sq
0.2581069881028696	4.381616202633352	2.198480253670001	-0.0256760594134574	0.0127959131383772	4.313956987595515	0.1709957457540499	13.241276652818158	-121.19612539600064	27.145100177223583	936748.4256026372	921359.1065700576
